"Candidate" "Thermometer"
"Sanders" 59
"Sanders" 54
"Sanders" 59
"Sanders" 82
"Sanders" 50
"Sanders" 100
"Sanders" 52
"Sanders" 54
"Sanders" 40
"Sanders" 52
"Sanders" 73
"Sanders" 4
"Sanders" 26
"Sanders" 99
"Sanders" 90
"Sanders" 33
"Sanders" 69
"Sanders" 18
"Sanders" 74
"Sanders" 100
"Sanders" 91
"Sanders" 2
"Sanders" 77
"Sanders" 88
"Sanders" 2
"Sanders" 57
"Sanders" 97
"Sanders" 51
"Sanders" 97
"Sanders" 88
"Sanders" 90
"Sanders" 50
"Sanders" 50
"Sanders" 26
"Sanders" 56
"Sanders" 57
"Sanders" 80
"Sanders" 34
"Sanders" 54
"Sanders" 100
"Sanders" 50
"Sanders" 13
"Sanders" 100
"Sanders" 90
"Sanders" 25
"Sanders" 61
"Sanders" 83
"Sanders" 52
"Sanders" 78
"Sanders" 80
"Sanders" 90
"Sanders" 100
"Sanders" 81
"Sanders" 998
"Sanders" 46
"Sanders" 41
"Sanders" 66
"Sanders" 95
"Sanders" 100
"Sanders" 100
"Sanders" 4
"Sanders" 52
"Sanders" 97
"Sanders" 100
"Sanders" 5
"Sanders" 71
"Sanders" 91
"Sanders" 100
"Sanders" 85
"Sanders" 1
"Sanders" 98
"Sanders" 3
"Sanders" 59
"Sanders" 15
"Sanders" 51
"Sanders" 30
"Sanders" 100
"Sanders" 90
"Sanders" 96
"Sanders" 19
"Sanders" 99
"Sanders" 22
"Sanders" 3
"Sanders" 52
"Sanders" 100
"Sanders" 29
"Sanders" 90
"Sanders" 77
"Sanders" 54
"Sanders" 26
"Sanders" 100
"Sanders" 68
"Sanders" 87
"Sanders" 99
"Sanders" 26
"Sanders" 39
"Sanders" 43
"Sanders" 87
"Sanders" 71
"Sanders" 64
"Sanders" 11
"Sanders" 100
"Sanders" 31
"Sanders" 90
"Sanders" 15
"Sanders" 94
"Sanders" 71
"Sanders" 19
"Sanders" 71
"Sanders" 57
"Sanders" 21
"Sanders" 73
"Sanders" 82
"Sanders" 39
"Sanders" 8
"Sanders" 60
"Sanders" 3
"Sanders" 100
"Sanders" 98
"Sanders" 1
"Sanders" 100
"Sanders" 99
"Sanders" 97
"Sanders" 60
"Sanders" 57
"Sanders" 57
"Sanders" 53
"Sanders" 74
"Sanders" 31
"Sanders" 99
"Sanders" 75
"Sanders" 49
"Sanders" 41
"Sanders" 100
"Sanders" 95
"Sanders" 70
"Sanders" 81
"Sanders" 58
"Sanders" 63
"Sanders" 84
"Sanders" 71
"Sanders" 100
"Sanders" 100
"Sanders" 64
"Sanders" 0
"Sanders" 87
"Sanders" 100
"Sanders" 100
"Sanders" 0
"Sanders" 0
"Sanders" 0
"Sanders" 4
"Sanders" 25
"Sanders" 0
"Sanders" 100
"Sanders" 998
"Sanders" 58
"Sanders" 15
"Sanders" 56
"Sanders" 53
"Sanders" 48
"Sanders" 41
"Sanders" 17
"Sanders" 20
"Sanders" 33
"Sanders" 28
"Sanders" 61
"Sanders" 29
"Sanders" 19
"Sanders" 32
"Sanders" 23
"Sanders" 48
"Sanders" 41
"Sanders" 33
"Sanders" 90
"Sanders" 61
"Sanders" 93
"Sanders" 998
"Sanders" 49
"Sanders" 90
"Sanders" 100
"Sanders" 93
"Sanders" 42
"Sanders" 60
"Sanders" 9
"Sanders" 50
"Sanders" 90
"Sanders" 56
"Sanders" 10
"Sanders" 79
"Sanders" 12
"Sanders" 54
"Sanders" 998
"Sanders" 47
"Sanders" 50
"Sanders" 0
"Sanders" 100
"Sanders" 100
"Sanders" 50
"Sanders" 50
"Sanders" 30
"Sanders" 43
"Sanders" 7
"Sanders" 50
"Sanders" 62
"Sanders" 3
"Sanders" 96
"Sanders" 100
"Sanders" 60
"Sanders" 85
"Sanders" 66
"Sanders" 50
"Sanders" 97
"Sanders" 46
"Sanders" 52
"Sanders" 79
"Sanders" 19
"Sanders" 96
"Sanders" 100
"Sanders" 92
"Sanders" 100
"Sanders" 40
"Sanders" 55
"Sanders" 55
"Sanders" 8
"Sanders" 50
"Sanders" 93
"Sanders" 100
"Sanders" 96
"Sanders" 16
"Sanders" 50
"Sanders" 81
"Sanders" 100
"Sanders" 40
"Sanders" 5
"Sanders" 91
"Sanders" 33
"Sanders" 35
"Sanders" 52
"Sanders" 9
"Sanders" 60
"Sanders" 0
"Sanders" 21
"Sanders" 54
"Sanders" 100
"Sanders" 50
"Sanders" 57
"Sanders" 55
"Sanders" 95
"Sanders" 49
"Sanders" 40
"Sanders" 57
"Sanders" 40
"Sanders" 98
"Sanders" 88
"Sanders" 39
"Sanders" 12
"Sanders" 85
"Sanders" 43
"Sanders" 40
"Sanders" 100
"Sanders" 76
"Sanders" 50
"Sanders" 96
"Sanders" 998
"Sanders" 52
"Sanders" 46
"Sanders" 57
"Sanders" 4
"Sanders" 51
"Sanders" 5
"Sanders" 3
"Sanders" 51
"Sanders" 49
"Sanders" 50
"Sanders" 97
"Sanders" 64
"Sanders" 3
"Sanders" 98
"Sanders" 96
"Sanders" 90
"Sanders" 92
"Sanders" 30
"Sanders" 51
"Sanders" 90
"Sanders" 50
"Sanders" 87
"Sanders" 51
"Sanders" 55
"Sanders" 0
"Sanders" 89
"Sanders" 64
"Sanders" 85
"Sanders" 68
"Sanders" 0
"Sanders" 89
"Sanders" 2
"Sanders" 72
"Sanders" 52
"Sanders" 7
"Sanders" 97
"Sanders" 64
"Sanders" 32
"Sanders" 95
"Sanders" 60
"Sanders" 24
"Sanders" 63
"Sanders" 0
"Sanders" 45
"Sanders" 61
"Sanders" 5
"Sanders" 29
"Sanders" 37
"Sanders" 82
"Sanders" 5
"Sanders" 5
"Sanders" 87
"Sanders" 99
"Sanders" 48
"Sanders" 100
"Sanders" 6
"Sanders" 98
"Sanders" 96
"Sanders" 65
"Sanders" 74
"Sanders" 35
"Sanders" 53
"Sanders" 53
"Sanders" 998
"Sanders" 1
"Sanders" 100
"Sanders" 96
"Sanders" 88
"Sanders" 81
"Sanders" 61
"Sanders" 0
"Sanders" 79
"Sanders" 74
"Sanders" 59
"Sanders" 69
"Sanders" 59
"Sanders" 94
"Sanders" 96
"Sanders" 50
"Sanders" 15
"Sanders" 59
"Sanders" 10
"Sanders" 0
"Sanders" 7
"Sanders" 43
"Sanders" 0
"Sanders" 89
"Sanders" 53
"Sanders" 73
"Sanders" 86
"Sanders" 54
"Sanders" 100
"Sanders" 97
"Sanders" 40
"Sanders" 100
"Sanders" 45
"Sanders" 68
"Sanders" 34
"Sanders" 79
"Sanders" 95
"Sanders" 40
"Sanders" 40
