"Candidate" "Thermometer"
"Clinton" 79
"Clinton" 78
"Clinton" 76
"Clinton" 99
"Clinton" 1
"Clinton" 70
"Clinton" 16
"Clinton" 85
"Clinton" 0
"Clinton" 99
"Clinton" 1
"Clinton" 51
"Clinton" 18
"Clinton" 5
"Clinton" 95
"Clinton" 81
"Clinton" 19
"Clinton" 60
"Clinton" 91
"Clinton" 98
"Clinton" 64
"Clinton" 53
"Clinton" 64
"Clinton" 75
"Clinton" 0
"Clinton" 100
"Clinton" 94
"Clinton" 49
"Clinton" 68
"Clinton" 71
"Clinton" 1
"Clinton" 2
"Clinton" 72
"Clinton" 0
"Clinton" 2
"Clinton" 0
"Clinton" 0
"Clinton" 0
"Clinton" 35
"Clinton" 0
"Clinton" 84
"Clinton" 5
"Clinton" 2
"Clinton" 100
"Clinton" 0
"Clinton" 99
"Clinton" 88
"Clinton" 0
"Clinton" 90
"Clinton" 99
"Clinton" 16
"Clinton" 0
"Clinton" 0
"Clinton" 1
"Clinton" 71
"Clinton" 51
"Clinton" 6
"Clinton" 100
"Clinton" 33
"Clinton" 50
"Clinton" 3
"Clinton" 35
"Clinton" 20
"Clinton" 72
"Clinton" 3
"Clinton" 1
"Clinton" 89
"Clinton" 38
"Clinton" 6
"Clinton" 100
"Clinton" 2
"Clinton" 56
"Clinton" 97
"Clinton" 0
"Clinton" 81
"Clinton" 100
"Clinton" 1
"Clinton" 85
"Clinton" 12
"Clinton" 82
"Clinton" 9
"Clinton" 57
"Clinton" 67
"Clinton" 5
"Clinton" 1
"Clinton" 91
"Clinton" 11
"Clinton" 20
"Clinton" 57
"Clinton" 78
"Clinton" 0
"Clinton" 3
"Clinton" 0
"Clinton" 100
"Clinton" 25
"Clinton" 99
"Clinton" 84
"Clinton" 0
"Clinton" 55
"Clinton" 2
"Clinton" 54
"Clinton" 20
"Clinton" 9
"Clinton" 56
"Clinton" 2
"Clinton" 92
"Clinton" 78
"Clinton" 75
"Clinton" 65
"Clinton" 40
"Clinton" 89
"Clinton" 3
"Clinton" 70
"Clinton" 12
"Clinton" 20
"Clinton" 0
"Clinton" 38
"Clinton" 9
"Clinton" 95
"Clinton" 90
"Clinton" 6
"Clinton" 100
"Clinton" 60
"Clinton" 53
"Clinton" 81
"Clinton" 1
"Clinton" 30
"Clinton" 39
"Clinton" 2
"Clinton" 9
"Clinton" 65
"Clinton" 41
"Clinton" 100
"Clinton" 53
"Clinton" 97
"Clinton" 81
"Clinton" 98
"Clinton" 50
"Clinton" 100
"Clinton" 2
"Clinton" 54
"Clinton" 60
"Clinton" 95
"Clinton" 3
"Clinton" 34
"Clinton" 3
"Clinton" 21
"Clinton" 17
"Clinton" 3
"Clinton" 10
"Clinton" 50
"Clinton" 10
"Clinton" 86
"Clinton" 41
"Clinton" 69
"Clinton" 0
"Clinton" 92
"Clinton" 0
"Clinton" 0
"Clinton" 0
"Clinton" 85
"Clinton" 50
"Clinton" 100
"Clinton" 61
"Clinton" 0
"Clinton" 2
"Clinton" 85
"Clinton" 48
"Clinton" 79
"Clinton" 51
"Clinton" 74
"Clinton" 95
"Clinton" 1
"Clinton" 24
"Clinton" 80
"Clinton" 1
"Clinton" 70
"Clinton" 97
"Clinton" 20
"Clinton" 51
"Clinton" 1
"Clinton" 100
"Clinton" 5
"Clinton" 56
"Clinton" 4
"Clinton" 65
"Clinton" 2
"Clinton" 34
"Clinton" 53
"Clinton" 99
"Clinton" 2
"Clinton" 81
"Clinton" 100
"Clinton" 52
"Clinton" 0
"Clinton" 75
"Clinton" 92
"Clinton" 100
"Clinton" 90
"Clinton" 95
"Clinton" 59
"Clinton" 11
"Clinton" 40
"Clinton" 89
"Clinton" 77
"Clinton" 48
"Clinton" 62
"Clinton" 91
"Clinton" 1
"Clinton" 100
"Clinton" 2
"Clinton" 53
"Clinton" 71
"Clinton" 15
"Clinton" 2
"Clinton" 92
"Clinton" 1
"Clinton" 60
"Clinton" 30
"Clinton" 0
"Clinton" 1
"Clinton" 73
"Clinton" 90
"Clinton" 77
"Clinton" 80
"Clinton" 75
"Clinton" 81
"Clinton" 56
"Clinton" 74
"Clinton" 0
"Clinton" 14
"Clinton" 0
"Clinton" 75
"Clinton" 34
"Clinton" 81
"Clinton" 91
"Clinton" 64
"Clinton" 1
"Clinton" 47
"Clinton" 0
"Clinton" 100
"Clinton" 4
"Clinton" 88
"Clinton" 0
"Clinton" 1
"Clinton" 63
"Clinton" 0
"Clinton" 53
"Clinton" 39
"Clinton" 0
"Clinton" 100
"Clinton" 8
"Clinton" 41
"Clinton" 25
"Clinton" 1
"Clinton" 29
"Clinton" 95
"Clinton" 2
"Clinton" 58
"Clinton" 85
"Clinton" 75
"Clinton" 1
"Clinton" 100
"Clinton" 61
"Clinton" 78
"Clinton" 19
"Clinton" 85
"Clinton" 2
"Clinton" 50
"Clinton" 2
"Clinton" 50
"Clinton" 40
"Clinton" 18
"Clinton" 1
"Clinton" 81
"Clinton" 30
"Clinton" 85
"Clinton" 63
"Clinton" 50
"Clinton" 30
"Clinton" 73
"Clinton" 89
"Clinton" 53
"Clinton" 0
"Clinton" 100
"Clinton" 0
"Clinton" 51
"Clinton" 100
"Clinton" 1
"Clinton" 100
"Clinton" 31
"Clinton" 2
"Clinton" 100
"Clinton" 16
"Clinton" 90
"Clinton" 19
"Clinton" 70
"Clinton" 5
"Clinton" 18
"Clinton" 71
"Clinton" 88
"Clinton" 1
"Clinton" 0
"Clinton" 0
"Clinton" 75
"Clinton" 91
"Clinton" 0
"Clinton" 89
"Clinton" 100
"Clinton" 100
"Clinton" 63
"Clinton" 6
"Clinton" 0
"Clinton" 66
"Clinton" 50
"Clinton" 93
"Clinton" 0
"Clinton" 78
"Clinton" 89
"Clinton" 100
"Clinton" 80
"Clinton" 8
"Clinton" 0
"Clinton" 3
"Clinton" 38
"Clinton" 61
"Clinton" 76
"Clinton" 55
"Clinton" 49
"Clinton" 83
"Clinton" 1
"Clinton" 11
"Clinton" 1
"Clinton" 70
"Clinton" 99
"Clinton" 91
"Clinton" 50
"Clinton" 73
"Clinton" 0
"Clinton" 33
"Clinton" 39
"Clinton" 1
"Clinton" 95
"Clinton" 11
"Clinton" 85
"Clinton" 88
"Clinton" 4
"Clinton" 4
"Clinton" 1
"Clinton" 99
"Clinton" 94
"Clinton" 88
"Clinton" 57
"Clinton" 55
"Clinton" 44
"Clinton" 97
"Clinton" 4
"Clinton" 71
"Clinton" 5
"Clinton" 2
"Clinton" 86
"Clinton" 76
"Clinton" 39
"Clinton" 44
"Clinton" 998
"Clinton" 100
"Clinton" 53
"Clinton" 37
"Clinton" 60
"Clinton" 52
"Clinton" 18
"Clinton" 12
"Clinton" 69
"Clinton" 27
"Clinton" 80
"Clinton" 88
"Clinton" 50
"Clinton" 50
"Clinton" 3
"Clinton" 56
"Clinton" 84
"Clinton" 100
"Clinton" 88
"Clinton" 47
"Clinton" 92
"Clinton" 61
"Clinton" 36
"Clinton" 49
"Clinton" 4
"Clinton" 13
"Clinton" 5
"Clinton" 36
"Clinton" 31
"Clinton" 62
"Clinton" 70
"Clinton" 0
"Clinton" 6
"Clinton" 89
"Clinton" 44
"Clinton" 19
"Clinton" 85
"Clinton" 70
"Clinton" 61
"Clinton" 88
"Clinton" 64
"Clinton" 1
"Clinton" 6
"Clinton" 30
"Clinton" 46
"Clinton" 0
"Clinton" 60
"Clinton" 75
"Clinton" 98
"Clinton" 31
"Clinton" 0
"Clinton" 0
"Clinton" 70
"Clinton" 27
"Clinton" 17
"Clinton" 73
"Clinton" 70
"Clinton" 41
"Clinton" 19
"Clinton" 1
"Clinton" 70
"Clinton" 51
"Clinton" 61
"Clinton" 11
"Clinton" 84
"Clinton" 3
"Clinton" 15
"Clinton" 20
"Clinton" 99
"Clinton" 2
"Clinton" 13
"Clinton" 47
"Clinton" 12
"Clinton" 9
"Clinton" 51
"Clinton" 1
"Clinton" 94
"Clinton" 9
"Clinton" 1
"Clinton" 13
"Clinton" 42
"Clinton" 89
"Clinton" 38
"Clinton" 77
"Clinton" 0
"Clinton" 38
"Clinton" 100
"Clinton" 55
"Clinton" 61
"Clinton" 55
"Clinton" 100
"Clinton" 0
"Clinton" 0
"Clinton" 10
"Clinton" 30
"Clinton" 15
"Clinton" 1
"Clinton" 6
"Clinton" 22
"Clinton" 90
"Clinton" 39
"Clinton" 71
"Clinton" 46
"Clinton" 84
"Clinton" 2
"Clinton" 0
"Clinton" 2
"Clinton" 81
"Clinton" 11
"Clinton" 5
"Clinton" 70
"Clinton" 60
"Clinton" 63
"Clinton" 0
"Clinton" 32
"Clinton" 50
"Clinton" 54
"Clinton" 50
"Clinton" 1
"Clinton" 90
"Clinton" 100
"Clinton" 59
"Clinton" 89
"Clinton" 50
"Clinton" 30
"Clinton" 40
"Clinton" 60
"Clinton" 45
"Clinton" 41
"Clinton" 94
"Clinton" 81
"Clinton" 71
"Clinton" 59
"Clinton" 72
"Clinton" 2
"Clinton" 1
"Clinton" 0
"Clinton" 1
"Clinton" 97
"Clinton" 0
"Clinton" 6
"Clinton" 4
"Clinton" 3
"Clinton" 1
"Clinton" 31
"Clinton" 1
"Clinton" 6
"Clinton" 2
"Clinton" 72
"Clinton" 22
"Clinton" 100
"Clinton" 99
"Clinton" 59
"Clinton" 71
"Clinton" 21
"Clinton" 99
"Clinton" 89
"Clinton" 9
"Clinton" 12
"Clinton" 14
"Clinton" 3
"Clinton" 87
"Clinton" 19
"Clinton" 58
"Clinton" 1
"Clinton" 95
"Clinton" 69
"Clinton" 100
"Clinton" 43
"Clinton" 55
"Clinton" 30
"Clinton" 38
"Clinton" 16
"Clinton" 0
"Clinton" 97
"Clinton" 60
"Clinton" 56
"Clinton" 6
"Clinton" 77
"Clinton" 12
"Clinton" 34
"Clinton" 99
"Clinton" 1
"Clinton" 63
"Clinton" 60
"Clinton" 31
"Clinton" 66
"Clinton" 70
"Clinton" 49
"Clinton" 76
"Clinton" 48
"Clinton" 1
"Clinton" 6
"Clinton" 76
"Clinton" 0
"Clinton" 6
"Clinton" 30
"Clinton" 3
"Clinton" 89
"Clinton" 75
"Clinton" 75
"Clinton" 56
"Clinton" 99
"Clinton" 41
"Clinton" 28
"Clinton" 20
"Clinton" 41
"Clinton" 67
"Clinton" 89
"Clinton" 22
"Clinton" 0
"Clinton" 0
"Clinton" 40
"Clinton" 13
"Clinton" 1
"Clinton" 0
"Clinton" 15
"Clinton" 69
"Clinton" 100
"Clinton" 56
"Clinton" 8
"Clinton" 55
"Clinton" 36
"Clinton" 19
"Clinton" 100
"Clinton" 30
"Clinton" 80
"Clinton" 2
"Clinton" 50
"Clinton" 0
"Clinton" 5
"Clinton" 0
"Clinton" 1
"Clinton" 47
"Clinton" 60
"Clinton" 0
"Clinton" 51
"Clinton" 65
"Clinton" 79
"Clinton" 59
"Clinton" 2
"Clinton" 31
"Clinton" 0
"Clinton" 40
"Clinton" 72
"Clinton" 76
"Clinton" 73
"Clinton" 99
"Clinton" 90
"Clinton" 70
"Clinton" 26
"Clinton" 100
"Clinton" 55
"Clinton" 24
"Clinton" 0
"Clinton" 99
"Clinton" 52
"Clinton" 72
"Clinton" 16
"Clinton" 100
"Clinton" 21
"Clinton" 1
"Clinton" 66
"Clinton" 64
"Clinton" 3
"Clinton" 97
"Clinton" 99
"Clinton" 6
"Clinton" 7
"Clinton" 55
"Clinton" 100
"Clinton" 36
"Clinton" 59
"Clinton" 3
"Clinton" 11
"Clinton" 50
"Clinton" 0
"Clinton" 32
"Clinton" 12
"Clinton" 0
"Clinton" 90
"Clinton" 94
"Clinton" 61
"Clinton" 58
"Clinton" 0
"Clinton" 76
"Clinton" 100
"Clinton" 64
"Clinton" 55
"Clinton" 1
"Clinton" 61
"Clinton" 78
"Clinton" 22
"Clinton" 18
"Clinton" 5
"Clinton" 12
"Clinton" 1
"Clinton" 0
"Clinton" 94
"Clinton" 24
"Clinton" 11
"Clinton" 84
"Clinton" 35
"Clinton" 6
"Clinton" 65
"Clinton" 52
"Clinton" 91
"Clinton" 38
"Clinton" 49
"Clinton" 54
"Clinton" 3
"Clinton" 94
"Clinton" 96
"Clinton" 84
"Clinton" 58
"Clinton" 16
"Clinton" 51
"Clinton" 27
"Clinton" 51
"Clinton" 2
"Clinton" 57
"Clinton" 80
"Clinton" 37
"Clinton" 22
"Clinton" 79
"Clinton" 100
"Clinton" 89
"Clinton" 36
"Clinton" 70
"Clinton" 72
"Clinton" 68
"Clinton" 20
"Clinton" 91
"Clinton" 0
"Clinton" 100
"Clinton" 85
"Clinton" 76
"Clinton" 0
"Clinton" 82
"Clinton" 52
"Clinton" 0
"Clinton" 31
"Clinton" 83
"Clinton" 3
"Clinton" 60
"Clinton" 5
"Clinton" 100
"Clinton" 59
"Clinton" 27
"Clinton" 56
"Clinton" 71
"Clinton" 49
"Clinton" 94
"Clinton" 92
"Clinton" 26
"Clinton" 70
"Clinton" 10
"Sanders" 84
"Sanders" 13
"Sanders" 2
"Sanders" 71
"Sanders" 13
"Sanders" 11
"Sanders" 100
"Sanders" 40
"Sanders" 31
"Sanders" 97
"Sanders" 51
"Sanders" 10
"Sanders" 90
"Sanders" 41
"Sanders" 1
"Sanders" 10
"Sanders" 77
"Sanders" 100
"Sanders" 0
"Sanders" 81
"Sanders" 61
"Sanders" 90
"Sanders" 85
"Sanders" 89
"Sanders" 69
"Sanders" 38
"Sanders" 0
"Sanders" 100
"Sanders" 99
"Sanders" 83
"Sanders" 89
"Sanders" 98
"Sanders" 1
"Sanders" 4
"Sanders" 62
"Sanders" 96
"Sanders" 1
"Sanders" 71
"Sanders" 20
"Sanders" 6
"Sanders" 56
"Sanders" 84
"Sanders" 10
"Sanders" 90
"Sanders" 100
"Sanders" 1
"Sanders" 50
"Sanders" 47
"Sanders" 100
"Sanders" 10
"Sanders" 16
"Sanders" 95
"Sanders" 21
"Sanders" 64
"Sanders" 42
"Sanders" 86
"Sanders" 4
"Sanders" 91
"Sanders" 28
"Sanders" 54
"Sanders" 0
"Sanders" 50
"Sanders" 100
"Sanders" 20
"Sanders" 100
"Sanders" 70
"Sanders" 81
"Sanders" 100
"Sanders" 3
"Sanders" 0
"Sanders" 41
"Sanders" 97
"Sanders" 100
"Sanders" 28
"Sanders" 57
"Sanders" 0
"Sanders" 86
"Sanders" 10
"Sanders" 0
"Sanders" 51
"Sanders" 30
"Sanders" 49
"Sanders" 100
"Sanders" 50
"Sanders" 92
"Sanders" 29
"Sanders" 100
"Sanders" 50
"Sanders" 62
"Sanders" 1
"Sanders" 90
"Sanders" 90
"Sanders" 10
"Sanders" 95
"Sanders" 96
"Sanders" 91
"Sanders" 4
"Sanders" 41
"Sanders" 98
"Sanders" 10
"Sanders" 99
"Sanders" 0
"Sanders" 100
"Sanders" 0
"Sanders" 42
"Sanders" 100
"Sanders" 3
"Sanders" 80
"Sanders" 70
"Sanders" 31
"Sanders" 16
"Sanders" 71
"Sanders" 3
"Sanders" 5
"Sanders" 71
"Sanders" 50
"Sanders" 55
"Sanders" 90
"Sanders" 63
"Sanders" 90
"Sanders" 21
"Sanders" 52
"Sanders" 3
"Sanders" 35
"Sanders" 61
"Sanders" 99
"Sanders" 79
"Sanders" 91
"Sanders" 74
"Sanders" 45
"Sanders" 100
"Sanders" 31
"Sanders" 59
"Sanders" 53
"Sanders" 71
"Sanders" 60
"Sanders" 10
"Sanders" 49
"Sanders" 67
"Sanders" 11
"Sanders" 41
"Sanders" 64
"Sanders" 70
"Sanders" 75
"Sanders" 67
"Sanders" 17
"Sanders" 66
"Sanders" 51
"Sanders" 2
"Sanders" 100
"Sanders" 70
"Sanders" 71
"Sanders" 0
"Sanders" 29
"Sanders" 30
"Sanders" 51
"Sanders" 95
"Sanders" 50
"Sanders" 1
"Sanders" 100
"Sanders" 1
"Sanders" 31
"Sanders" 90
"Sanders" 67
"Sanders" 50
"Sanders" 41
"Sanders" 1
"Sanders" 27
"Sanders" 55
"Sanders" 60
"Sanders" 0
"Sanders" 5
"Sanders" 86
"Sanders" 0
"Sanders" 100
"Sanders" 9
"Sanders" 12
"Sanders" 65
"Sanders" 72
"Sanders" 95
"Sanders" 10
"Sanders" 28
"Sanders" 0
"Sanders" 86
"Sanders" 30
"Sanders" 0
"Sanders" 99
"Sanders" 31
"Sanders" 2
"Sanders" 2
"Sanders" 88
"Sanders" 90
"Sanders" 5
"Sanders" 15
"Sanders" 20
"Sanders" 0
"Sanders" 1
"Sanders" 53
"Sanders" 100
"Sanders" 2
"Sanders" 22
"Sanders" 84
"Sanders" 99
"Sanders" 65
"Sanders" 4
"Sanders" 41
"Sanders" 70
"Sanders" 2
"Sanders" 77
"Sanders" 4
"Sanders" 3
"Sanders" 41
"Sanders" 76
"Sanders" 40
"Sanders" 45
"Sanders" 90
"Sanders" 33
"Sanders" 59
"Sanders" 51
"Sanders" 1
"Sanders" 16
"Sanders" 96
"Sanders" 70
"Sanders" 16
"Sanders" 30
"Sanders" 14
"Sanders" 31
"Sanders" 47
"Sanders" 92
"Sanders" 20
"Sanders" 97
"Sanders" 24
"Sanders" 61
"Sanders" 20
"Sanders" 45
"Sanders" 86
"Sanders" 44
"Sanders" 1
"Sanders" 68
"Sanders" 60
"Sanders" 53
"Sanders" 78
"Sanders" 53
"Sanders" 41
"Sanders" 22
"Sanders" 99
"Sanders" 83
"Sanders" 50
"Sanders" 67
"Sanders" 56
"Sanders" 0
"Sanders" 31
"Sanders" 12
"Sanders" 15
"Sanders" 71
"Sanders" 75
"Sanders" 0
"Sanders" 28
"Sanders" 82
"Sanders" 41
"Sanders" 16
"Sanders" 69
"Sanders" 21
"Sanders" 17
"Sanders" 2
"Sanders" 41
"Sanders" 80
"Sanders" 94
"Sanders" 91
"Sanders" 99
"Sanders" 99
"Sanders" 28
"Sanders" 30
"Sanders" 1
"Sanders" 99
"Sanders" 2
"Sanders" 100
"Sanders" 84
"Sanders" 2
"Sanders" 6
"Sanders" 51
"Sanders" 16
"Sanders" 86
"Sanders" 74
"Sanders" 69
"Sanders" 18
"Sanders" 76
"Sanders" 74
"Sanders" 49
"Sanders" 40
"Sanders" 57
"Sanders" 36
"Sanders" 75
"Sanders" 59
"Sanders" 32
"Sanders" 20
"Sanders" 97
"Sanders" 2
"Sanders" 84
"Sanders" 1
"Sanders" 96
"Sanders" 50
"Sanders" 38
"Sanders" 4
"Sanders" 6
"Sanders" 97
"Sanders" 0
"Sanders" 94
"Sanders" 0
"Sanders" 63
"Sanders" 22
"Sanders" 1
"Sanders" 17
"Sanders" 71
"Sanders" 50
"Sanders" 1
"Sanders" 91
"Sanders" 6
"Sanders" 39
"Sanders" 51
"Sanders" 6
"Sanders" 2
"Sanders" 19
"Sanders" 7
"Sanders" 5
"Sanders" 100
"Sanders" 23
"Sanders" 59
"Sanders" 50
"Sanders" 64
"Sanders" 12
"Sanders" 88
"Sanders" 1
"Sanders" 75
"Sanders" 71
"Sanders" 0
"Sanders" 0
"Sanders" 1
"Sanders" 97
"Sanders" 72
"Sanders" 50
"Sanders" 19
"Sanders" 2
"Sanders" 1
"Sanders" 100
"Sanders" 90
"Sanders" 57
"Sanders" 100
"Sanders" 2
"Sanders" 49
"Sanders" 1
"Sanders" 0
"Sanders" 30
"Sanders" 68
"Sanders" 84
"Sanders" 1
"Sanders" 84
"Sanders" 5
"Sanders" 46
"Sanders" 38
"Sanders" 100
"Sanders" 61
"Sanders" 3
"Sanders" 2
"Sanders" 15
"Sanders" 0
"Sanders" 100
"Sanders" 40
"Sanders" 50
"Sanders" 50
"Sanders" 2
"Sanders" 10
"Sanders" 1
"Sanders" 62
"Sanders" 70
"Sanders" 3
"Sanders" 6
"Sanders" 3
"Sanders" 0
"Sanders" 0
"Sanders" 59
"Sanders" 76
"Sanders" 50
"Sanders" 88
"Sanders" 6
"Sanders" 51
"Sanders" 18
"Sanders" 80
"Sanders" 1
"Sanders" 74
"Sanders" 76
"Sanders" 2
"Sanders" 58
"Sanders" 7
"Sanders" 74
"Sanders" 50
"Sanders" 1
"Sanders" 93
"Sanders" 49
"Sanders" 34
"Sanders" 7
"Sanders" 5
"Sanders" 47
"Sanders" 0
"Sanders" 88
"Sanders" 99
"Sanders" 3
"Sanders" 96
"Sanders" 30
"Sanders" 5
"Sanders" 91
"Sanders" 2
"Sanders" 6
"Sanders" 5
"Sanders" 90
"Sanders" 51
"Sanders" 20
"Sanders" 30
"Sanders" 2
"Sanders" 1
"Sanders" 50
"Sanders" 75
"Sanders" 55
"Sanders" 16
"Sanders" 54
"Sanders" 100
"Sanders" 86
"Sanders" 0
"Sanders" 90
"Sanders" 75
"Sanders" 21
"Sanders" 88
"Sanders" 5
"Sanders" 99
"Sanders" 50
"Sanders" 32
"Sanders" 19
"Sanders" 98
"Sanders" 2
"Sanders" 0
"Sanders" 30
"Sanders" 69
"Sanders" 40
"Sanders" 30
"Sanders" 41
"Sanders" 95
"Sanders" 5
"Sanders" 998
"Sanders" 0
"Sanders" 42
"Sanders" 11
"Sanders" 23
"Sanders" 58
"Sanders" 100
"Sanders" 32
"Sanders" 90
"Sanders" 6
"Sanders" 31
"Sanders" 22
"Sanders" 21
"Sanders" 59
"Sanders" 78
"Sanders" 65
"Sanders" 91
"Sanders" 20
"Sanders" 85
"Sanders" 0
"Sanders" 0
"Sanders" 85
"Sanders" 84
"Sanders" 5
"Sanders" 6
"Sanders" 0
"Sanders" 37
"Sanders" 85
"Sanders" 4
"Sanders" 40
"Sanders" 100
"Sanders" 30
"Sanders" 39
"Sanders" 100
"Sanders" 55
"Sanders" 0
"Sanders" 3
"Sanders" 30
"Sanders" 50
"Sanders" 87
"Sanders" 15
"Sanders" 98
"Sanders" 1
"Sanders" 86
"Sanders" 9
"Sanders" 9
"Sanders" 51
"Sanders" 73
"Sanders" 62
"Sanders" 94
"Sanders" 51
"Sanders" 85
"Sanders" 87
"Sanders" 56
"Sanders" 0
"Sanders" 70
"Sanders" 0
"Sanders" 90
"Sanders" 86
"Sanders" 71
"Sanders" 85
"Sanders" 2
"Sanders" 1
"Sanders" 2
"Sanders" 41
"Sanders" 0
"Sanders" 4
"Sanders" 6
"Sanders" 12
"Sanders" 1
"Sanders" 40
"Sanders" 80
"Sanders" 19
"Sanders" 28
"Sanders" 3
"Sanders" 86
"Sanders" 0
"Sanders" 71
"Sanders" 84
"Sanders" 6
"Sanders" 100
"Sanders" 75
"Sanders" 62
"Sanders" 40
"Sanders" 32
"Sanders" 51
"Sanders" 52
"Sanders" 36
"Sanders" 17
"Sanders" 100
"Sanders" 35
"Sanders" 61
"Sanders" 63
"Sanders" 55
"Sanders" 100
"Sanders" 52
"Sanders" 40
"Sanders" 64
"Sanders" 88
"Sanders" 39
"Sanders" 2
"Sanders" 10
"Sanders" 55
"Sanders" 90
"Sanders" 50
"Sanders" 1
"Sanders" 100
"Sanders" 1
"Sanders" 3
"Sanders" 60
"Sanders" 70
"Sanders" 88
"Sanders" 19
"Sanders" 59
"Sanders" 55
"Sanders" 21
"Sanders" 16
"Sanders" 75
"Sanders" 61
"Sanders" 74
"Sanders" 48
"Sanders" 50
"Sanders" 0
"Sanders" 50
"Sanders" 0
"Sanders" 50
"Sanders" 35
"Sanders" 0
"Sanders" 94
"Sanders" 0
"Sanders" 13
"Sanders" 5
"Sanders" 90
"Sanders" 100
"Sanders" 16
"Sanders" 64
"Sanders" 10
"Sanders" 58
"Sanders" 96
"Sanders" 75
"Sanders" 99
"Sanders" 51
"Sanders" 99
"Sanders" 51
"Sanders" 50
"Sanders" 16
"Sanders" 90
"Sanders" 0
"Sanders" 54
"Sanders" 53
"Sanders" 84
"Sanders" 50
"Sanders" 51
"Sanders" 998
"Sanders" 86
"Sanders" 27
"Sanders" 6
"Sanders" 71
"Sanders" 50
"Sanders" 60
"Sanders" 4
"Sanders" 18
"Sanders" 37
"Sanders" 59
"Sanders" 89
"Sanders" 77
"Sanders" 15
"Sanders" 51
"Sanders" 67
"Sanders" 51
"Sanders" 89
"Sanders" 1
"Sanders" 77
"Sanders" 30
"Sanders" 99
"Sanders" 61
"Sanders" 36
"Sanders" 3
"Sanders" 59
"Sanders" 49
"Sanders" 2
"Sanders" 30
"Sanders" 55
"Sanders" 72
"Sanders" 60
"Sanders" 30
"Sanders" 80
"Sanders" 20
"Sanders" 6
"Sanders" 18
"Sanders" 0
"Sanders" 5
"Sanders" 70
"Sanders" 50
"Sanders" 59
"Sanders" 60
"Sanders" 0
"Sanders" 50
"Sanders" 41
"Sanders" 50
"Sanders" 86
"Sanders" 48
"Sanders" 92
"Sanders" 81
"Sanders" 31
"Sanders" 51
"Sanders" 46
"Sanders" 99
"Sanders" 10
"Sanders" 75
"Sanders" 53
"Sanders" 3
"Sanders" 10
"Sanders" 58
"Sanders" 25
"Sanders" 50
"Sanders" 94
"Sanders" 71
"Sanders" 2
"Sanders" 40
"Sanders" 0
"Sanders" 72
"Sanders" 51
"Sanders" 6
"Sanders" 85
"Sanders" 6
"Sanders" 10
"Sanders" 73
"Sanders" 18
"Sanders" 51
"Sanders" 77
"Sanders" 89
"Sanders" 50
"Sanders" 6
"Sanders" 88
"Sanders" 80
"Sanders" 81
"Sanders" 98
"Sanders" 38
"Sanders" 29
"Sanders" 14
"Sanders" 81
"Sanders" 2
"Sanders" 99
"Sanders" 31
"Sanders" 40
"Sanders" 20
"Sanders" 19
"Sanders" 1
"Sanders" 21
"Sanders" 31
"Sanders" 0
"Sanders" 2
"Sanders" 68
"Sanders" 37
"Sanders" 71
"Sanders" 100
"Sanders" 19
"Sanders" 86
"Sanders" 49
"Sanders" 50
"Sanders" 1
"Sanders" 11
"Sanders" 0
"Sanders" 99
"Sanders" 55
"Sanders" 99
"Sanders" 21
"Sanders" 50
"Sanders" 52
"Sanders" 89
"Sanders" 0
"Sanders" 64
"Sanders" 19
"Sanders" 65
"Sanders" 15
"Sanders" 9
"Sanders" 97
"Sanders" 0
"Sanders" 53
"Sanders" 39
"Sanders" 92
"Sanders" 1
"Sanders" 54
"Sanders" 54
"Sanders" 32
"Sanders" 1
"Sanders" 45
"Sanders" 30
"Sanders" 79
"Sanders" 66
"Sanders" 34
"Sanders" 85
"Sanders" 10
"Sanders" 100
"Sanders" 30
"Sanders" 44
"Sanders" 31
"Sanders" 50
"Sanders" 100
"Sanders" 60
"Sanders" 51
"Sanders" 51
"Sanders" 75
"Sanders" 13
"Sanders" 60
"Sanders" 44
"Sanders" 73
"Sanders" 55
"Sanders" 61
"Sanders" 51
"Sanders" 50
"Sanders" 81
"Sanders" 49
"Sanders" 45
"Sanders" 52
"Sanders" 47
"Sanders" 1
"Sanders" 100
"Sanders" 39
"Sanders" 4
"Sanders" 6
"Sanders" 100
"Sanders" 49
"Sanders" 52
"Sanders" 71
"Sanders" 85
"Sanders" 43
"Sanders" 51
"Sanders" 16
"Sanders" 89
"Sanders" 90
"Sanders" 51
"Sanders" 1
"Sanders" 17
"Sanders" 100
"Sanders" 50
"Sanders" 76
"Sanders" 49
"Sanders" 75
"Sanders" 99
"Sanders" 88
"Sanders" 78
"Sanders" 54
"Sanders" 20
"Sanders" 45
"Sanders" 59
"Sanders" 50
"Sanders" 0
"Sanders" 65
"Sanders" 94
"Sanders" 15
"Sanders" 62
"Sanders" 50
"Sanders" 5
"Sanders" 61
"Sanders" 91
"Sanders" 94
"Sanders" 72
"Sanders" 97
"Sanders" 87
"Sanders" 52
"Sanders" 1
"Sanders" 84
"Sanders" 91
"Sanders" 50
"Sanders" 96
"Sanders" 100
"Sanders" 56
"Sanders" 62
"Sanders" 100
"Sanders" 53
"Sanders" 63
"Sanders" 2
"Sanders" 80
"Sanders" 28
"Sanders" 50
"Sanders" 43
"Sanders" 24
"Sanders" 13
"Sanders" 45
"Sanders" 91
"Sanders" 16
"Sanders" 57
"Sanders" 58
"Sanders" 90
